,Station,Depth,Filter,MGT,Transcripts,Gene,Ocean_and_sea_regions,Reads_per_Kb_per_million_mapped_reads
1312,9,SRF,0.8 to 5,44,4.14e-07,dsyb,Mediterranean Sea,414.0
1313,9,SRF,0.8 to 5,36,1.93e-06,dsyb,Mediterranean Sea,1930.0000000000002
1314,137,SRF,20 to 180,46,0.0,dsyb,North Pacific Ocean,0.0
1315,137,SRF,20 to 180,44,1.06e-07,dsyb,North Pacific Ocean,106.0
1316,111,SRF,180 to 2000,44,9.42e-08,dsyb,South Pacific Ocean,94.2
1317,111,SRF,180 to 2000,2493,0.0,dsyb,South Pacific Ocean,0.0
1318,137,DCM,5 to 20,332,3.99e-08,dsyb,North Pacific Ocean,39.9
1319,137,DCM,5 to 20,58,2.44e-08,dsyb,North Pacific Ocean,24.4
1320,137,DCM,5 to 20,46,0.0,dsyb,North Pacific Ocean,0.0
1321,137,DCM,5 to 20,12,0.0,dsyb,North Pacific Ocean,0.0
1322,137,DCM,5 to 20,44,3.7200000000000005e-07,dsyb,North Pacific Ocean,372.00000000000006
1323,102,SRF,20 to 180,44,3.88e-07,dsyb,South Pacific Ocean,388.0
1324,102,SRF,20 to 180,332,2.4700000000000003e-08,dsyb,South Pacific Ocean,24.700000000000003
1325,67,SRF,0.8 to 5,747,1.7600000000000001e-07,dsyb,South Atlantic Ocean,176.00000000000003
1326,67,SRF,0.8 to 5,58,7.4e-08,dsyb,South Atlantic Ocean,74.0
1327,67,SRF,0.8 to 5,36,0.0,dsyb,South Atlantic Ocean,0.0
1328,109,DCM,20 to 180,58,2.8999999999999998e-08,dsyb,North Pacific Ocean,29.0
1329,109,DCM,20 to 180,38,2.3799999999999998e-08,dsyb,North Pacific Ocean,23.799999999999997
1330,109,DCM,20 to 180,166,2.3799999999999998e-08,dsyb,North Pacific Ocean,23.799999999999997
1331,109,DCM,20 to 180,1580,0.0,dsyb,North Pacific Ocean,0.0
1332,109,DCM,20 to 180,179,2.3799999999999998e-08,dsyb,North Pacific Ocean,23.799999999999997
1333,109,DCM,20 to 180,332,2.37e-08,dsyb,North Pacific Ocean,23.7
1334,109,DCM,20 to 180,2493,0.0,dsyb,North Pacific Ocean,0.0
1335,109,DCM,20 to 180,44,5.33e-07,dsyb,North Pacific Ocean,533.0
1336,68,DCM,180 to 2000,332,2.9100000000000002e-08,dsyb,South Atlantic Ocean,29.1
1337,68,DCM,180 to 2000,2493,0.0,dsyb,South Atlantic Ocean,0.0
1338,68,DCM,180 to 2000,44,4.26e-08,dsyb,South Atlantic Ocean,42.599999999999994
1339,82,SRF,20 to 180,4,9.459999999999999e-07,dsyb,Southern Ocean (S of 40S),945.9999999999999
1340,82,SRF,20 to 180,67,0.0,dsyb,Southern Ocean (S of 40S),0.0
1341,82,SRF,20 to 180,30,4.8e-07,dsyb,Southern Ocean (S of 40S),479.99999999999994
1342,82,SRF,20 to 180,112,0.0,dsyb,Southern Ocean (S of 40S),0.0
1343,82,SRF,20 to 180,74,6.18e-08,dsyb,Southern Ocean (S of 40S),61.8
1344,82,SRF,20 to 180,13,4.65e-06,dsyb,Southern Ocean (S of 40S),4650.0
1345,100,SRF,20 to 180,332,7.089999999999999e-08,dsyb,South Pacific Ocean,70.89999999999999
1346,100,SRF,20 to 180,46,0.0,dsyb,South Pacific Ocean,0.0
1347,100,SRF,20 to 180,44,7.86e-07,dsyb,South Pacific Ocean,786.0
1348,81,SRF,0.8 to 5,2743,2.67e-08,dsyb,Southern Ocean (S of 40S),26.7
1349,81,SRF,0.8 to 5,179,3.6e-08,dsyb,Southern Ocean (S of 40S),36.0
1350,81,SRF,0.8 to 5,1580,0.0,dsyb,Southern Ocean (S of 40S),0.0
1351,81,SRF,0.8 to 5,66,1.58e-07,dsyb,Southern Ocean (S of 40S),158.0
1352,81,SRF,0.8 to 5,24,2.67e-08,dsyb,Southern Ocean (S of 40S),26.7
1353,81,SRF,0.8 to 5,13,1.95e-06,dsyb,Southern Ocean (S of 40S),1950.0
1354,81,SRF,0.8 to 5,44,1.05e-07,dsyb,Southern Ocean (S of 40S),105.0
1355,81,SRF,0.8 to 5,67,1.67e-07,dsyb,Southern Ocean (S of 40S),167.0
1356,81,SRF,0.8 to 5,58,5.17e-08,dsyb,Southern Ocean (S of 40S),51.7
1357,81,SRF,0.8 to 5,4,3.16e-07,dsyb,Southern Ocean (S of 40S),316.0
1358,81,SRF,0.8 to 5,85,0.0,dsyb,Southern Ocean (S of 40S),0.0
1359,81,SRF,0.8 to 5,166,3.6e-08,dsyb,Southern Ocean (S of 40S),36.0
1360,81,SRF,0.8 to 5,36,2.16e-07,dsyb,Southern Ocean (S of 40S),216.0
1361,81,SRF,0.8 to 5,74,6.08e-08,dsyb,Southern Ocean (S of 40S),60.800000000000004
1362,81,SRF,0.8 to 5,225,5.62e-08,dsyb,Southern Ocean (S of 40S),56.2
1363,41,DCM,0.8 to 5,44,5.7e-07,dsyb,Indian Ocean,570.0
1364,41,DCM,0.8 to 5,178,0.0,dsyb,Indian Ocean,0.0
1365,41,DCM,0.8 to 5,13,0.0,dsyb,Indian Ocean,0.0
1366,41,DCM,0.8 to 5,66,5.05e-07,dsyb,Indian Ocean,505.00000000000006
1367,41,DCM,0.8 to 5,179,1.79e-06,dsyb,Indian Ocean,1790.0
1368,41,DCM,0.8 to 5,188,1.69e-07,dsyb,Indian Ocean,169.0
1369,41,DCM,0.8 to 5,166,5.04e-06,dsyb,Indian Ocean,5040.0
1370,41,DCM,0.8 to 5,67,0.0,dsyb,Indian Ocean,0.0
1371,41,DCM,0.8 to 5,58,6.79e-08,dsyb,Indian Ocean,67.9
1372,137,SRF,5 to 20,44,1.5e-07,dsyb,North Pacific Ocean,150.0
1373,137,SRF,5 to 20,46,0.0,dsyb,North Pacific Ocean,0.0
1374,137,SRF,5 to 20,58,0.0,dsyb,North Pacific Ocean,0.0
1375,125,SRF,180 to 2000,58,0.0,dsyb,South Pacific Ocean,0.0
1376,125,SRF,180 to 2000,44,8.97e-08,dsyb,South Pacific Ocean,89.7
1377,138,SRF,180 to 2000,2493,0.0,dsyb,North Pacific Ocean,0.0
1378,138,SRF,180 to 2000,58,2.71e-08,dsyb,North Pacific Ocean,27.1
1379,9,SRF,180 to 2000,46,0.0,dsyb,Mediterranean Sea,0.0
1380,81,DCM,5 to 20,67,0.0,dsyb,Southern Ocean (S of 40S),0.0
1381,81,DCM,5 to 20,1580,0.0,dsyb,Southern Ocean (S of 40S),0.0
1382,81,DCM,5 to 20,13,7.29e-08,dsyb,Southern Ocean (S of 40S),72.89999999999999
1383,150,SRF,20 to 180,46,0.0,dsyb,North Atlantic Ocean,0.0
1384,150,SRF,20 to 180,12,0.0,dsyb,North Atlantic Ocean,0.0
1385,150,SRF,20 to 180,2493,0.0,dsyb,North Atlantic Ocean,0.0
1386,93,SRF,0.8 to 5,188,9.76e-08,dsyb,South Pacific Ocean,97.6
1387,93,SRF,0.8 to 5,166,5.61e-07,dsyb,South Pacific Ocean,561.0
1388,93,SRF,0.8 to 5,36,3.33e-07,dsyb,South Pacific Ocean,333.0
1389,93,SRF,0.8 to 5,58,1.45e-07,dsyb,South Pacific Ocean,145.0
1390,93,SRF,0.8 to 5,24,1.6300000000000002e-07,dsyb,South Pacific Ocean,163.00000000000003
1391,93,SRF,0.8 to 5,44,1.6e-06,dsyb,South Pacific Ocean,1600.0
1392,93,SRF,0.8 to 5,332,1.4599999999999998e-07,dsyb,South Pacific Ocean,145.99999999999997
1393,93,SRF,0.8 to 5,179,3.05e-07,dsyb,South Pacific Ocean,305.0
1394,93,SRF,0.8 to 5,66,4.35e-07,dsyb,South Pacific Ocean,435.0
1395,67,SRF,5 to 20,58,5.22e-08,dsyb,South Atlantic Ocean,52.199999999999996
1396,67,SRF,5 to 20,36,0.0,dsyb,South Atlantic Ocean,0.0
1397,67,SRF,5 to 20,44,1.78e-07,dsyb,South Atlantic Ocean,178.0
1398,4,SRF,180 to 2000,46,0.0,dsyb,Mediterranean Sea,0.0
1399,131,SRF,0.8 to 5,66,9.240000000000001e-08,dsyb,North Pacific Ocean,92.4
1400,20,SRF,5 to 20,12,0.0,dsyb,Mediterranean Sea,0.0
1401,20,SRF,5 to 20,1580,0.0,dsyb,Mediterranean Sea,0.0
1402,76,DCM,20 to 180,46,0.0,dsyb,South Atlantic Ocean,0.0
1403,76,DCM,20 to 180,12,0.0,dsyb,South Atlantic Ocean,0.0
1404,100,DCM,5 to 20,12,0.0,dsyb,South Pacific Ocean,0.0
1405,100,DCM,5 to 20,44,3.5200000000000003e-07,dsyb,South Pacific Ocean,352.00000000000006
1406,80,SRF,20 to 180,29,5.1799999999999994e-08,dsyb,Southern Ocean (S of 40S),51.8
1407,80,SRF,20 to 180,59,2.3900000000000002e-08,dsyb,Southern Ocean (S of 40S),23.900000000000002
1408,143,SRF,20 to 180,2493,0.0,dsyb,North Atlantic Ocean,0.0
1409,143,SRF,20 to 180,12,0.0,dsyb,North Atlantic Ocean,0.0
1410,143,SRF,20 to 180,46,0.0,dsyb,North Atlantic Ocean,0.0
1411,143,SRF,20 to 180,38,2.8999999999999998e-08,dsyb,North Atlantic Ocean,29.0
1412,132,SRF,0.8 to 5,29,2.1100000000000002e-07,dsyb,North Pacific Ocean,211.00000000000003
1413,132,SRF,0.8 to 5,36,0.0,dsyb,North Pacific Ocean,0.0
1414,132,SRF,0.8 to 5,46,0.0,dsyb,North Pacific Ocean,0.0
1415,132,SRF,0.8 to 5,66,7.08e-08,dsyb,North Pacific Ocean,70.8
1416,52,SRF,5 to 20,332,4.66e-08,dsyb,Indian Ocean,46.6
1417,52,SRF,5 to 20,44,3.83e-07,dsyb,Indian Ocean,383.0
1418,72,DCM,20 to 180,46,0.0,dsyb,South Atlantic Ocean,0.0
1419,72,DCM,20 to 180,38,2.72e-07,dsyb,South Atlantic Ocean,272.0
1420,98,DCM,0.8 to 5,36,0.0,dsyb,South Pacific Ocean,0.0
1421,98,DCM,0.8 to 5,178,0.0,dsyb,South Pacific Ocean,0.0
1422,98,DCM,0.8 to 5,44,4.2700000000000005e-07,dsyb,South Pacific Ocean,427.00000000000006
1423,98,DCM,0.8 to 5,179,4.61e-08,dsyb,South Pacific Ocean,46.1
1424,98,DCM,0.8 to 5,332,7.79e-08,dsyb,South Pacific Ocean,77.9
1425,98,DCM,0.8 to 5,66,1.8600000000000002e-07,dsyb,South Pacific Ocean,186.00000000000003
1426,98,DCM,0.8 to 5,58,6.01e-08,dsyb,South Pacific Ocean,60.1
1427,51,DCM,180 to 2000,38,3.98e-08,dsyb,Indian Ocean,39.8
1428,22,DCM,5 to 20,12,0.0,dsyb,Mediterranean Sea,0.0
1429,22,DCM,5 to 20,35,0.0,dsyb,Mediterranean Sea,0.0
1430,148,SRF,5 to 20,1580,0.0,dsyb,North Atlantic Ocean,0.0
1431,148,SRF,5 to 20,2493,0.0,dsyb,North Atlantic Ocean,0.0
1432,148,SRF,5 to 20,12,0.0,dsyb,North Atlantic Ocean,0.0
1433,22,SRF,0.8 to 5,12,0.0,dsyb,Mediterranean Sea,0.0
1434,22,SRF,0.8 to 5,36,3.74e-07,dsyb,Mediterranean Sea,374.0
1435,22,SRF,0.8 to 5,58,0.0,dsyb,Mediterranean Sea,0.0
1436,22,SRF,0.8 to 5,66,1.0199999999999999e-07,dsyb,Mediterranean Sea,101.99999999999999
1437,22,SRF,0.8 to 5,4,4.0999999999999997e-08,dsyb,Mediterranean Sea,41.0
1438,22,SRF,0.8 to 5,2743,2.5e-08,dsyb,Mediterranean Sea,25.0
1439,144,SRF,5 to 20,12,0.0,dsyb,North Atlantic Ocean,0.0
1440,144,SRF,5 to 20,2493,0.0,dsyb,North Atlantic Ocean,0.0
1441,46,SRF,20 to 180,166,7.2e-08,dsyb,Indian Ocean,72.0
1442,46,SRF,20 to 180,44,2.61e-07,dsyb,Indian Ocean,261.0
1443,152,SRF,180 to 2000,2493,0.0,dsyb,North Atlantic Ocean,0.0
1444,144,SRF,0.8 to 5,36,0.0,dsyb,North Atlantic Ocean,0.0
1445,144,SRF,0.8 to 5,44,4.83e-07,dsyb,North Atlantic Ocean,482.99999999999994
1446,144,SRF,0.8 to 5,178,0.0,dsyb,North Atlantic Ocean,0.0
1447,144,SRF,0.8 to 5,225,3.98e-07,dsyb,North Atlantic Ocean,398.0
1448,46,SRF,0.8 to 5,44,8.1e-08,dsyb,Indian Ocean,81.0
1449,46,SRF,0.8 to 5,178,0.0,dsyb,Indian Ocean,0.0
1450,46,SRF,0.8 to 5,66,8.17e-08,dsyb,Indian Ocean,81.7
1451,46,SRF,0.8 to 5,76,4.3099999999999996e-08,dsyb,Indian Ocean,43.099999999999994
1452,46,SRF,0.8 to 5,2743,2.7e-08,dsyb,Indian Ocean,27.0
1453,46,SRF,0.8 to 5,179,4.23e-08,dsyb,Indian Ocean,42.300000000000004
1454,46,SRF,0.8 to 5,225,3.64e-08,dsyb,Indian Ocean,36.4
1455,46,SRF,0.8 to 5,166,1.15e-07,dsyb,Indian Ocean,115.0
1456,46,SRF,0.8 to 5,36,3.87e-08,dsyb,Indian Ocean,38.7
1457,46,SRF,0.8 to 5,58,3.7400000000000004e-08,dsyb,Indian Ocean,37.400000000000006
1458,46,SRF,0.8 to 5,4,2.7e-08,dsyb,Indian Ocean,27.0
1459,84,SRF,20 to 180,112,0.0,dsyb,Southern Ocean (S of 40S),0.0
1460,84,SRF,20 to 180,67,1.37e-07,dsyb,Southern Ocean (S of 40S),137.0
1461,84,SRF,20 to 180,30,6.48e-07,dsyb,Southern Ocean (S of 40S),648.0
1462,84,SRF,20 to 180,4,1.7e-06,dsyb,Southern Ocean (S of 40S),1700.0
1463,84,SRF,20 to 180,85,0.0,dsyb,Southern Ocean (S of 40S),0.0
1464,84,SRF,20 to 180,13,1.06e-06,dsyb,Southern Ocean (S of 40S),1060.0
1465,84,SRF,20 to 180,74,9.69e-08,dsyb,Southern Ocean (S of 40S),96.9
1466,135,SRF,0.8 to 5,188,8.92e-08,dsyb,North Pacific Ocean,89.2
1467,135,SRF,0.8 to 5,36,2.03e-07,dsyb,North Pacific Ocean,203.0
1468,135,SRF,0.8 to 5,166,3.56e-07,dsyb,North Pacific Ocean,356.0
1469,135,SRF,0.8 to 5,67,0.0,dsyb,North Pacific Ocean,0.0
1470,135,SRF,0.8 to 5,58,6.09e-08,dsyb,North Pacific Ocean,60.9
1471,135,SRF,0.8 to 5,38,2.45e-08,dsyb,North Pacific Ocean,24.5
1472,135,SRF,0.8 to 5,44,8.279999999999999e-08,dsyb,North Pacific Ocean,82.79999999999998
1473,135,SRF,0.8 to 5,178,0.0,dsyb,North Pacific Ocean,0.0
1474,135,SRF,0.8 to 5,24,6.09e-08,dsyb,North Pacific Ocean,60.9
1475,135,SRF,0.8 to 5,13,0.0,dsyb,North Pacific Ocean,0.0
1476,135,SRF,0.8 to 5,66,1.8899999999999999e-07,dsyb,North Pacific Ocean,188.99999999999997
1477,135,SRF,0.8 to 5,2743,4.13e-08,dsyb,North Pacific Ocean,41.3
1478,135,SRF,0.8 to 5,179,1.6399999999999999e-07,dsyb,North Pacific Ocean,164.0
1479,22,SRF,5 to 20,35,0.0,dsyb,Mediterranean Sea,0.0
1480,22,SRF,5 to 20,12,0.0,dsyb,Mediterranean Sea,0.0
1481,18,SRF,20 to 180,12,0.0,dsyb,Mediterranean Sea,0.0
1482,149,SRF,5 to 20,1255,2.05e-06,dsyb,North Atlantic Ocean,2050.0
1483,149,SRF,5 to 20,58,4.32e-08,dsyb,North Atlantic Ocean,43.2
1484,149,SRF,5 to 20,1580,0.0,dsyb,North Atlantic Ocean,0.0
1485,149,SRF,5 to 20,2493,0.0,dsyb,North Atlantic Ocean,0.0
1486,36,SRF,180 to 2000,179,6.13e-08,dsyb,Indian Ocean,61.3
1487,36,SRF,180 to 2000,44,1.26e-07,dsyb,Indian Ocean,125.99999999999999
1488,36,SRF,180 to 2000,166,1.1699999999999999e-07,dsyb,Indian Ocean,116.99999999999999
1489,135,SRF,5 to 20,188,2.3399999999999998e-08,dsyb,North Pacific Ocean,23.4
1490,135,SRF,5 to 20,166,8.59e-08,dsyb,North Pacific Ocean,85.89999999999999
1491,135,SRF,5 to 20,36,0.0,dsyb,North Pacific Ocean,0.0
1492,135,SRF,5 to 20,58,2.61e-08,dsyb,North Pacific Ocean,26.099999999999998
1493,135,SRF,5 to 20,1255,2.32e-08,dsyb,North Pacific Ocean,23.2
1494,135,SRF,5 to 20,38,1.8899999999999999e-07,dsyb,North Pacific Ocean,188.99999999999997
1495,135,SRF,5 to 20,44,3.87e-08,dsyb,North Pacific Ocean,38.7
1496,135,SRF,5 to 20,59,2.15e-08,dsyb,North Pacific Ocean,21.5
1497,135,SRF,5 to 20,1580,0.0,dsyb,North Pacific Ocean,0.0
1498,135,SRF,5 to 20,66,2.18e-08,dsyb,North Pacific Ocean,21.8
1499,135,SRF,5 to 20,179,5.33e-08,dsyb,North Pacific Ocean,53.300000000000004
1500,150,DCM,180 to 2000,2493,0.0,dsyb,North Atlantic Ocean,0.0
1501,142,SRF,180 to 2000,2493,0.0,dsyb,North Atlantic Ocean,0.0
1502,111,DCM,180 to 2000,2493,0.0,dsyb,South Pacific Ocean,0.0
1503,111,DCM,180 to 2000,44,1.45e-07,dsyb,South Pacific Ocean,145.0
1504,92,SRF,20 to 180,58,4.059999999999999e-08,dsyb,South Pacific Ocean,40.599999999999994
1505,92,SRF,180 to 2000,58,8.9e-08,dsyb,South Pacific Ocean,89.0
1506,92,SRF,180 to 2000,44,8.980000000000001e-08,dsyb,South Pacific Ocean,89.80000000000001
1507,131,DCM,0.8 to 5,58,0.0,dsyb,North Pacific Ocean,0.0
1508,131,DCM,0.8 to 5,4,3.04e-08,dsyb,North Pacific Ocean,30.400000000000002
1509,131,DCM,0.8 to 5,225,4.26e-08,dsyb,North Pacific Ocean,42.599999999999994
1510,131,DCM,0.8 to 5,166,5.08e-08,dsyb,North Pacific Ocean,50.8
1511,131,DCM,0.8 to 5,36,3.06e-08,dsyb,North Pacific Ocean,30.6
1512,131,DCM,0.8 to 5,66,1.73e-07,dsyb,North Pacific Ocean,173.0
1513,131,DCM,0.8 to 5,2743,3.04e-08,dsyb,North Pacific Ocean,30.400000000000002
1514,131,DCM,0.8 to 5,44,8.279999999999999e-08,dsyb,North Pacific Ocean,82.79999999999998
1515,131,DCM,0.8 to 5,178,0.0,dsyb,North Pacific Ocean,0.0
1516,135,SRF,180 to 2000,38,3.87e-06,dsyb,North Pacific Ocean,3870.0
1517,65,SRF,20 to 180,46,0.0,dsyb,Indian Ocean,0.0
1518,65,SRF,20 to 180,12,0.0,dsyb,Indian Ocean,0.0
1519,80,SRF,180 to 2000,29,6.17e-08,dsyb,Southern Ocean (S of 40S),61.7
1520,80,SRF,180 to 2000,38,2.48e-08,dsyb,Southern Ocean (S of 40S),24.8
1521,64,SRF,0.8 to 5,225,6.84e-08,dsyb,Indian Ocean,68.4
1522,64,SRF,0.8 to 5,4,8.179999999999999e-08,dsyb,Indian Ocean,81.8
1523,64,SRF,0.8 to 5,66,6.25e-07,dsyb,Indian Ocean,625.0
1524,64,SRF,0.8 to 5,58,0.0,dsyb,Indian Ocean,0.0
1525,137,DCM,180 to 2000,332,6.580000000000001e-08,dsyb,North Pacific Ocean,65.80000000000001
1526,137,DCM,180 to 2000,44,5.2e-07,dsyb,North Pacific Ocean,520.0
1527,110,DCM,0.8 to 5,166,2.41e-07,dsyb,South Pacific Ocean,241.0
1528,110,DCM,0.8 to 5,188,6.85e-08,dsyb,South Pacific Ocean,68.5
1529,110,DCM,0.8 to 5,58,1.43e-07,dsyb,South Pacific Ocean,143.0
1530,110,DCM,0.8 to 5,46,0.0,dsyb,South Pacific Ocean,0.0
1531,110,DCM,0.8 to 5,44,3.26e-06,dsyb,South Pacific Ocean,3260.0
1532,110,DCM,0.8 to 5,179,8.980000000000001e-08,dsyb,South Pacific Ocean,89.80000000000001
1533,110,DCM,0.8 to 5,332,9.009999999999999e-08,dsyb,South Pacific Ocean,90.1
1534,110,DCM,0.8 to 5,66,5.95e-07,dsyb,South Pacific Ocean,595.0
1535,64,DCM,5 to 20,44,3.7999999999999996e-08,dsyb,Indian Ocean,37.99999999999999
1536,64,DCM,5 to 20,36,0.0,dsyb,Indian Ocean,0.0
1537,64,DCM,5 to 20,58,3.01e-08,dsyb,Indian Ocean,30.099999999999998
1538,18,DCM,0.8 to 5,36,2.05e-07,dsyb,Mediterranean Sea,205.0
1539,18,DCM,0.8 to 5,178,0.0,dsyb,Mediterranean Sea,0.0
1540,18,DCM,0.8 to 5,66,1.2699999999999999e-07,dsyb,Mediterranean Sea,126.99999999999999
1541,150,DCM,5 to 20,2493,0.0,dsyb,North Atlantic Ocean,0.0
1542,150,DCM,5 to 20,1580,0.0,dsyb,North Atlantic Ocean,0.0
1543,150,DCM,5 to 20,1255,1.8800000000000002e-07,dsyb,North Atlantic Ocean,188.00000000000003
1544,81,DCM,20 to 180,58,2.3100000000000002e-08,dsyb,Southern Ocean (S of 40S),23.1
1545,81,DCM,20 to 180,67,3.58e-08,dsyb,Southern Ocean (S of 40S),35.800000000000004
1546,81,DCM,20 to 180,4,2.2200000000000004e-08,dsyb,Southern Ocean (S of 40S),22.200000000000003
1547,81,DCM,20 to 180,13,2.55e-07,dsyb,Southern Ocean (S of 40S),255.0
1548,147,SRF,0.8 to 5,178,0.0,dsyb,North Atlantic Ocean,0.0
1549,147,SRF,0.8 to 5,225,1.91e-07,dsyb,North Atlantic Ocean,191.0
1550,147,SRF,0.8 to 5,36,3.2200000000000005e-07,dsyb,North Atlantic Ocean,322.00000000000006
1551,147,SRF,0.8 to 5,76,3.27e-08,dsyb,North Atlantic Ocean,32.7
1552,147,SRF,0.8 to 5,66,1.72e-06,dsyb,North Atlantic Ocean,1720.0
1553,147,SRF,0.8 to 5,58,3.2799999999999996e-08,dsyb,North Atlantic Ocean,32.8
1554,147,SRF,0.8 to 5,2743,3.19e-08,dsyb,North Atlantic Ocean,31.900000000000002
1555,142,SRF,0.8 to 5,36,2.01e-06,dsyb,North Atlantic Ocean,2009.9999999999998
1556,142,SRF,0.8 to 5,178,0.0,dsyb,North Atlantic Ocean,0.0
1557,142,SRF,0.8 to 5,225,1.34e-07,dsyb,North Atlantic Ocean,134.0
1558,142,SRF,0.8 to 5,2743,3.62e-08,dsyb,North Atlantic Ocean,36.2
1559,142,SRF,0.8 to 5,66,7.33e-07,dsyb,North Atlantic Ocean,733.0
1560,142,SRF,0.8 to 5,58,3.86e-08,dsyb,North Atlantic Ocean,38.6
1561,151,SRF,0.8 to 5,66,5.389999999999999e-07,dsyb,North Atlantic Ocean,538.9999999999999
1562,151,SRF,0.8 to 5,2743,6.440000000000001e-08,dsyb,North Atlantic Ocean,64.4
1563,151,SRF,0.8 to 5,178,0.0,dsyb,North Atlantic Ocean,0.0
1564,151,SRF,0.8 to 5,2493,0.0,dsyb,North Atlantic Ocean,0.0
1565,151,SRF,0.8 to 5,12,0.0,dsyb,North Atlantic Ocean,0.0
1566,151,SRF,0.8 to 5,58,9.269999999999999e-08,dsyb,North Atlantic Ocean,92.69999999999999
1567,151,SRF,0.8 to 5,29,3.09e-08,dsyb,North Atlantic Ocean,30.9
1568,151,SRF,0.8 to 5,225,6.32e-08,dsyb,North Atlantic Ocean,63.199999999999996
1569,151,SRF,0.8 to 5,36,5.429999999999999e-07,dsyb,North Atlantic Ocean,542.9999999999999
1570,150,SRF,0.8 to 5,66,1.91e-06,dsyb,North Atlantic Ocean,1910.0
1571,150,SRF,0.8 to 5,2743,5.91e-08,dsyb,North Atlantic Ocean,59.1
1572,150,SRF,0.8 to 5,179,3.94e-08,dsyb,North Atlantic Ocean,39.4
1573,150,SRF,0.8 to 5,44,3.94e-08,dsyb,North Atlantic Ocean,39.4
1574,150,SRF,0.8 to 5,67,9.939999999999999e-08,dsyb,North Atlantic Ocean,99.39999999999999
1575,150,SRF,0.8 to 5,58,5.42e-08,dsyb,North Atlantic Ocean,54.2
1576,150,SRF,0.8 to 5,225,1.0099999999999999e-07,dsyb,North Atlantic Ocean,100.99999999999999
1577,150,SRF,0.8 to 5,166,1.1599999999999999e-07,dsyb,North Atlantic Ocean,116.0
1578,150,SRF,0.8 to 5,36,4.75e-07,dsyb,North Atlantic Ocean,475.0
1579,51,DCM,0.8 to 5,225,9.76e-08,dsyb,Indian Ocean,97.6
1580,51,DCM,0.8 to 5,166,3.41e-07,dsyb,Indian Ocean,341.0
1581,51,DCM,0.8 to 5,36,3.9899999999999996e-07,dsyb,Indian Ocean,398.99999999999994
1582,51,DCM,0.8 to 5,188,1.3e-07,dsyb,Indian Ocean,130.0
1583,51,DCM,0.8 to 5,67,0.0,dsyb,Indian Ocean,0.0
1584,51,DCM,0.8 to 5,58,8.6e-08,dsyb,Indian Ocean,86.0
1585,51,DCM,0.8 to 5,178,0.0,dsyb,Indian Ocean,0.0
1586,51,DCM,0.8 to 5,44,8.38e-07,dsyb,Indian Ocean,838.0
1587,51,DCM,0.8 to 5,13,0.0,dsyb,Indian Ocean,0.0
1588,51,DCM,0.8 to 5,66,1.83e-06,dsyb,Indian Ocean,1830.0
1589,51,DCM,0.8 to 5,179,2.01e-07,dsyb,Indian Ocean,201.0
1590,51,DCM,0.8 to 5,332,1.1800000000000001e-07,dsyb,Indian Ocean,118.00000000000001
1591,135,DCM,0.8 to 5,188,3.5e-06,dsyb,North Pacific Ocean,3500.0
1592,135,DCM,0.8 to 5,166,2.3e-06,dsyb,North Pacific Ocean,2300.0
1593,135,DCM,0.8 to 5,36,1.0300000000000001e-07,dsyb,North Pacific Ocean,103.00000000000001
1594,135,DCM,0.8 to 5,58,1.56e-07,dsyb,North Pacific Ocean,156.0
1595,135,DCM,0.8 to 5,44,1.11e-06,dsyb,North Pacific Ocean,1110.0
1596,135,DCM,0.8 to 5,24,1.02e-06,dsyb,North Pacific Ocean,1020.0
1597,135,DCM,0.8 to 5,66,4.82e-07,dsyb,North Pacific Ocean,482.0
1598,135,DCM,0.8 to 5,332,1.36e-07,dsyb,North Pacific Ocean,136.0
1599,135,DCM,0.8 to 5,179,3.61e-06,dsyb,North Pacific Ocean,3610.0
1600,70,SRF,20 to 180,46,0.0,dsyb,South Atlantic Ocean,0.0
1601,70,SRF,20 to 180,58,3.3700000000000004e-08,dsyb,South Atlantic Ocean,33.7
1602,70,SRF,20 to 180,2493,0.0,dsyb,South Atlantic Ocean,0.0
1603,70,SRF,20 to 180,44,3.1299999999999996e-08,dsyb,South Atlantic Ocean,31.299999999999997
1604,70,SRF,20 to 180,12,0.0,dsyb,South Atlantic Ocean,0.0
1605,52,SRF,180 to 2000,2493,0.0,dsyb,Indian Ocean,0.0
1606,52,SRF,180 to 2000,44,2.1e-08,dsyb,Indian Ocean,21.0
1607,52,SRF,180 to 2000,13,0.0,dsyb,Indian Ocean,0.0
1608,52,SRF,180 to 2000,4,2.6800000000000002e-08,dsyb,Indian Ocean,26.8
1609,52,SRF,180 to 2000,38,2.0699999999999997e-08,dsyb,Indian Ocean,20.699999999999996
1610,52,SRF,180 to 2000,112,0.0,dsyb,Indian Ocean,0.0
1611,102,SRF,180 to 2000,332,3.7e-08,dsyb,South Pacific Ocean,37.0
1612,102,SRF,180 to 2000,44,3.25e-07,dsyb,South Pacific Ocean,325.0
1613,100,DCM,180 to 2000,2493,0.0,dsyb,South Pacific Ocean,0.0
1614,100,DCM,180 to 2000,44,1.3e-07,dsyb,South Pacific Ocean,130.0
1615,100,DCM,180 to 2000,332,2.6e-08,dsyb,South Pacific Ocean,26.0
1616,100,DCM,20 to 180,332,1.1800000000000001e-07,dsyb,South Pacific Ocean,118.00000000000001
